e+CO2 cross-sections, extrapolated from Mumma et al. [1972]
503.4,3.6930894E-19,4.5123276E-19
503.5,3.6925326E-19,4.5112253E-19
503.6,3.6919760E-19,4.5101235E-19
503.7,3.6914196E-19,4.5090222E-19
503.8,3.6908634E-19,4.5079214E-19
503.9,3.6903074E-19,4.5068210E-19
504,3.6897515E-19,4.5057212E-19
504.1,3.6891959E-19,4.5046218E-19
504.2,3.6886405E-19,4.5035229E-19
504.3,3.6880852E-19,4.5024245E-19
504.4,3.6875302E-19,4.5013266E-19
504.5,3.6869753E-19,4.5002292E-19
504.6,3.6864206E-19,4.4991322E-19
504.7,3.6858662E-19,4.4980358E-19
504.8,3.6853119E-19,4.4969398E-19
504.9,3.6847578E-19,4.4958443E-19
505,3.6842039E-19,4.4947493E-19
505.1,3.6836502E-19,4.4936548E-19
505.2,3.6830967E-19,4.4925608E-19
505.3,3.6825434E-19,4.4914672E-19
505.4,3.6819902E-19,4.4903741E-19
505.5,3.6814373E-19,4.4892816E-19
505.6,3.6808846E-19,4.4881895E-19
505.7,3.6803320E-19,4.4870978E-19
505.8,3.6797797E-19,4.4860067E-19
505.9,3.6792275E-19,4.4849160E-19
506,3.6786755E-19,4.4838258E-19
506.1,3.6781238E-19,4.4827361E-19
506.2,3.6775722E-19,4.4816469E-19
506.3,3.6770208E-19,4.4805582E-19
506.4,3.6764696E-19,4.4794699E-19
506.5,3.6759186E-19,4.4783821E-19
506.6,3.6753678E-19,4.4772948E-19
506.7,3.6748171E-19,4.4762080E-19
506.8,3.6742667E-19,4.4751216E-19
506.9,3.6737164E-19,4.4740358E-19
507,3.6731664E-19,4.4729504E-19
507.1,3.6726165E-19,4.4718655E-19
507.2,3.6720668E-19,4.4707810E-19
507.3,3.6715174E-19,4.4696971E-19
507.4,3.6709681E-19,4.4686136E-19
507.5,3.6704190E-19,4.4675306E-19
507.6,3.6698700E-19,4.4664480E-19
507.7,3.6693213E-19,4.4653660E-19
507.8,3.6687728E-19,4.4642844E-19
507.9,3.6682244E-19,4.4632033E-19
508,3.6676763E-19,4.4621227E-19
508.1,3.6671283E-19,4.4610425E-19
508.2,3.6665806E-19,4.4599628E-19
508.3,3.6660330E-19,4.4588836E-19
508.4,3.6654856E-19,4.4578049E-19
508.5,3.6649384E-19,4.4567266E-19
508.6,3.6643914E-19,4.4556488E-19
508.7,3.6638445E-19,4.4545715E-19
508.8,3.6632979E-19,4.4534946E-19
508.9,3.6627515E-19,4.4524183E-19
509,3.6622052E-19,4.4513424E-19
509.1,3.6616591E-19,4.4502669E-19
509.2,3.6611132E-19,4.4491920E-19
509.3,3.6605675E-19,4.4481175E-19
509.4,3.6600220E-19,4.4470435E-19
509.5,3.6594767E-19,4.4459699E-19
509.6,3.6589316E-19,4.4448968E-19
509.7,3.6583867E-19,4.4438242E-19
509.8,3.6578419E-19,4.4427521E-19
509.9,3.6572973E-19,4.4416804E-19
510,3.6567530E-19,4.4406092E-19
510.1,3.6562088E-19,4.4395385E-19
510.2,3.6556648E-19,4.4384682E-19
510.3,3.6551210E-19,4.4373984E-19
510.4,3.6545773E-19,4.4363291E-19
510.5,3.6540339E-19,4.4352602E-19
510.6,3.6534906E-19,4.4341918E-19
510.7,3.6529476E-19,4.4331239E-19
510.8,3.6524047E-19,4.4320564E-19
510.9,3.6518620E-19,4.4309894E-19
511,3.6513195E-19,4.4299229E-19
511.1,3.6507772E-19,4.4288568E-19
511.2,3.6502351E-19,4.4277912E-19
511.3,3.6496931E-19,4.4267260E-19
511.4,3.6491514E-19,4.4256614E-19
511.5,3.6486098E-19,4.4245972E-19
511.6,3.6480684E-19,4.4235334E-19
511.7,3.6475272E-19,4.4224701E-19
511.8,3.6469862E-19,4.4214073E-19
511.9,3.6464454E-19,4.4203449E-19
512,3.6459047E-19,4.4192831E-19
512.1,3.6453643E-19,4.4182216E-19
512.2,3.6448240E-19,4.4171607E-19
512.3,3.6442839E-19,4.4161001E-19
512.4,3.6437440E-19,4.4150401E-19
512.5,3.6432043E-19,4.4139805E-19
512.6,3.6426648E-19,4.4129214E-19
512.7,3.6421254E-19,4.4118627E-19
512.8,3.6415863E-19,4.4108045E-19
512.9,3.6410473E-19,4.4097468E-19
513,3.6405085E-19,4.4086895E-19
513.1,3.6399699E-19,4.4076327E-19
513.2,3.6394315E-19,4.4065763E-19
513.3,3.6388933E-19,4.4055204E-19
513.4,3.6383552E-19,4.4044649E-19
513.5,3.6378173E-19,4.4034100E-19
513.6,3.6372797E-19,4.4023554E-19
513.7,3.6367422E-19,4.4013014E-19
513.8,3.6362048E-19,4.4002477E-19
513.9,3.6356677E-19,4.3991946E-19
514,3.6351308E-19,4.3981419E-19
514.1,3.6345940E-19,4.3970896E-19
514.2,3.6340574E-19,4.3960378E-19
514.3,3.6335210E-19,4.3949865E-19
514.4,3.6329848E-19,4.3939356E-19
514.5,3.6324488E-19,4.3928852E-19
514.6,3.6319130E-19,4.3918352E-19
514.7,3.6313773E-19,4.3907857E-19
514.8,3.6308418E-19,4.3897367E-19
514.9,3.6303065E-19,4.3886881E-19
515,3.6297714E-19,4.3876399E-19
515.1,3.6292365E-19,4.3865922E-19
515.2,3.6287017E-19,4.3855450E-19
515.3,3.6281672E-19,4.3844982E-19
515.4,3.6276328E-19,4.3834519E-19
515.5,3.6270986E-19,4.3824060E-19
515.6,3.6265646E-19,4.3813605E-19
515.7,3.6260307E-19,4.3803156E-19
515.8,3.6254971E-19,4.3792710E-19
515.9,3.6249636E-19,4.3782270E-19
516,3.6244303E-19,4.3771833E-19
516.1,3.6238972E-19,4.3761402E-19
516.2,3.6233643E-19,4.3750974E-19
516.3,3.6228315E-19,4.3740552E-19
516.4,3.6222990E-19,4.3730134E-19
516.5,3.6217666E-19,4.3719720E-19
516.6,3.6212344E-19,4.3709311E-19
516.7,3.6207024E-19,4.3698906E-19
516.8,3.6201705E-19,4.3688506E-19
516.9,3.6196389E-19,4.3678110E-19
517,3.6191074E-19,4.3667719E-19
517.1,3.6185761E-19,4.3657332E-19
517.2,3.6180450E-19,4.3646949E-19
517.3,3.6175141E-19,4.3636572E-19
517.4,3.6169833E-19,4.3626198E-19
517.5,3.6164527E-19,4.3615829E-19
517.6,3.6159223E-19,4.3605465E-19
517.7,3.6153921E-19,4.3595105E-19
517.8,3.6148621E-19,4.3584750E-19
517.9,3.6143322E-19,4.3574398E-19
518,3.6138026E-19,4.3564052E-19
518.1,3.6132731E-19,4.3553710E-19
518.2,3.6127438E-19,4.3543372E-19
518.3,3.6122146E-19,4.3533039E-19
518.4,3.6116857E-19,4.3522710E-19
518.5,3.6111569E-19,4.3512386E-19
518.6,3.6106283E-19,4.3502066E-19
518.7,3.6100999E-19,4.3491750E-19
518.8,3.6095717E-19,4.3481439E-19
518.9,3.6090436E-19,4.3471133E-19
519,3.6085157E-19,4.3460830E-19
519.1,3.6079880E-19,4.3450533E-19
519.2,3.6074605E-19,4.3440239E-19
519.3,3.6069332E-19,4.3429950E-19
519.4,3.6064060E-19,4.3419666E-19
519.5,3.6058790E-19,4.3409386E-19
519.6,3.6053522E-19,4.3399110E-19
519.7,3.6048256E-19,4.3388839E-19
519.8,3.6042991E-19,4.3378572E-19
519.9,3.6037729E-19,4.3368310E-19
520,3.6032468E-19,4.3358052E-19
520.1,3.6027208E-19,4.3347798E-19
520.2,3.6021951E-19,4.3337549E-19
520.3,3.6016695E-19,4.3327304E-19
520.4,3.6011442E-19,4.3317063E-19
520.5,3.6006190E-19,4.3306827E-19
520.6,3.6000939E-19,4.3296596E-19
520.7,3.5995691E-19,4.3286368E-19
520.8,3.5990444E-19,4.3276145E-19
520.9,3.5985199E-19,4.3265927E-19
521,3.5979956E-19,4.3255713E-19
521.1,3.5974714E-19,4.3245503E-19
521.2,3.5969475E-19,4.3235297E-19
521.3,3.5964237E-19,4.3225096E-19
521.4,3.5959001E-19,4.3214900E-19
521.5,3.5953767E-19,4.3204707E-19
521.6,3.5948534E-19,4.3194519E-19
521.7,3.5943303E-19,4.3184336E-19
521.8,3.5938074E-19,4.3174156E-19
521.9,3.5932847E-19,4.3163981E-19
522,3.5927621E-19,4.3153811E-19
522.1,3.5922397E-19,4.3143644E-19
522.2,3.5917175E-19,4.3133483E-19
522.3,3.5911955E-19,4.3123325E-19
522.4,3.5906737E-19,4.3113172E-19
522.5,3.5901520E-19,4.3103023E-19
522.6,3.5896305E-19,4.3092878E-19
522.7,3.5891092E-19,4.3082738E-19
522.8,3.5885880E-19,4.3072602E-19
522.9,3.5880671E-19,4.3062470E-19
523,3.5875463E-19,4.3052343E-19
523.1,3.5870256E-19,4.3042220E-19
523.2,3.5865052E-19,4.3032102E-19
523.3,3.5859849E-19,4.3021987E-19
523.4,3.5854648E-19,4.3011877E-19
523.5,3.5849449E-19,4.3001772E-19
523.6,3.5844252E-19,4.2991670E-19
523.7,3.5839056E-19,4.2981573E-19
523.8,3.5833862E-19,4.2971480E-19
523.9,3.5828670E-19,4.2961392E-19
524,3.5823479E-19,4.2951307E-19
524.1,3.5818290E-19,4.2941227E-19
524.2,3.5813103E-19,4.2931152E-19
524.3,3.5807918E-19,4.2921080E-19
524.4,3.5802735E-19,4.2911013E-19
524.5,3.5797553E-19,4.2900951E-19
524.6,3.5792373E-19,4.2890892E-19
524.7,3.5787195E-19,4.2880838E-19
524.8,3.5782018E-19,4.2870788E-19
524.9,3.5776843E-19,4.2860742E-19
525,3.5771670E-19,4.2850701E-19
525.1,3.5766499E-19,4.2840664E-19
525.2,3.5761329E-19,4.2830631E-19
525.3,3.5756161E-19,4.2820602E-19
525.4,3.5750995E-19,4.2810578E-19
525.5,3.5745830E-19,4.2800557E-19
525.6,3.5740668E-19,4.2790542E-19
525.7,3.5735507E-19,4.2780530E-19
525.8,3.5730347E-19,4.2770522E-19
525.9,3.5725190E-19,4.2760519E-19
526,3.5720034E-19,4.2750520E-19
526.1,3.5714880E-19,4.2740526E-19
526.2,3.5709728E-19,4.2730535E-19
526.3,3.5704577E-19,4.2720549E-19
526.4,3.5699428E-19,4.2710567E-19
526.5,3.5694281E-19,4.2700589E-19
526.6,3.5689135E-19,4.2690616E-19
526.7,3.5683992E-19,4.2680647E-19
526.8,3.5678849E-19,4.2670681E-19
526.9,3.5673709E-19,4.2660721E-19
527,3.5668571E-19,4.2650764E-19
527.1,3.5663434E-19,4.2640811E-19
527.2,3.5658298E-19,4.2630863E-19
527.3,3.5653165E-19,4.2620919E-19
527.4,3.5648033E-19,4.2610979E-19
527.5,3.5642903E-19,4.2601044E-19
527.6,3.5637775E-19,4.2591112E-19
527.7,3.5632648E-19,4.2581185E-19
527.8,3.5627523E-19,4.2571262E-19
527.9,3.5622400E-19,4.2561343E-19
528,3.5617278E-19,4.2551429E-19
528.1,3.5612159E-19,4.2541518E-19
528.2,3.5607041E-19,4.2531612E-19
528.3,3.5601924E-19,4.2521710E-19
528.4,3.5596809E-19,4.2511812E-19
528.5,3.5591697E-19,4.2501918E-19
528.6,3.5586585E-19,4.2492029E-19
528.7,3.5581476E-19,4.2482143E-19
528.8,3.5576368E-19,4.2472262E-19
528.9,3.5571262E-19,4.2462385E-19
529,3.5566157E-19,4.2452512E-19
529.1,3.5561054E-19,4.2442643E-19
529.2,3.5555953E-19,4.2432779E-19
529.3,3.5550854E-19,4.2422918E-19
529.4,3.5545756E-19,4.2413062E-19
529.5,3.5540660E-19,4.2403210E-19
529.6,3.5535566E-19,4.2393362E-19
529.7,3.5530473E-19,4.2383518E-19
529.8,3.5525382E-19,4.2373679E-19
529.9,3.5520293E-19,4.2363843E-19
530,3.5515205E-19,4.2354012E-19
530.1,3.5510119E-19,4.2344184E-19
530.2,3.5505035E-19,4.2334361E-19
530.3,3.5499953E-19,4.2324542E-19
530.4,3.5494872E-19,4.2314727E-19
530.5,3.5489793E-19,4.2304917E-19
530.6,3.5484715E-19,4.2295110E-19
530.7,3.5479640E-19,4.2285308E-19
530.8,3.5474566E-19,4.2275509E-19
530.9,3.5469493E-19,4.2265715E-19
531,3.5464422E-19,4.2255925E-19
531.1,3.5459353E-19,4.2246139E-19
531.2,3.5454286E-19,4.2236357E-19
531.3,3.5449220E-19,4.2226579E-19
531.4,3.5444156E-19,4.2216805E-19
531.5,3.5439094E-19,4.2207036E-19
531.6,3.5434033E-19,4.2197270E-19
531.7,3.5428974E-19,4.2187509E-19
531.8,3.5423917E-19,4.2177751E-19
531.9,3.5418861E-19,4.2167998E-19
532,3.5413808E-19,4.2158249E-19
532.1,3.5408755E-19,4.2148504E-19
532.2,3.5403705E-19,4.2138763E-19
532.3,3.5398656E-19,4.2129026E-19
532.4,3.5393608E-19,4.2119293E-19
532.5,3.5388563E-19,4.2109564E-19
532.6,3.5383519E-19,4.2099840E-19
532.7,3.5378477E-19,4.2090119E-19
532.8,3.5373436E-19,4.2080402E-19
532.9,3.5368397E-19,4.2070690E-19
533,3.5363360E-19,4.2060982E-19
533.1,3.5358324E-19,4.2051277E-19
533.2,3.5353290E-19,4.2041577E-19
533.3,3.5348258E-19,4.2031881E-19
533.4,3.5343227E-19,4.2022189E-19
533.5,3.5338198E-19,4.2012500E-19
533.6,3.5333171E-19,4.2002816E-19
533.7,3.5328145E-19,4.1993136E-19
533.8,3.5323121E-19,4.1983460E-19
533.9,3.5318099E-19,4.1973788E-19
534,3.5313078E-19,4.1964120E-19
534.1,3.5308059E-19,4.1954457E-19
534.2,3.5303042E-19,4.1944797E-19
534.3,3.5298026E-19,4.1935141E-19
534.4,3.5293012E-19,4.1925489E-19
534.5,3.5287999E-19,4.1915841E-19
534.6,3.5282989E-19,4.1906198E-19
534.7,3.5277979E-19,4.1896558E-19
534.8,3.5272972E-19,4.1886922E-19
534.9,3.5267966E-19,4.1877291E-19
535,3.5262962E-19,4.1867663E-19
535.1,3.5257959E-19,4.1858039E-19
535.2,3.5252958E-19,4.1848420E-19
535.3,3.5247959E-19,4.1838804E-19
535.4,3.5242961E-19,4.1829192E-19
535.5,3.5237965E-19,4.1819585E-19
535.6,3.5232971E-19,4.1809981E-19
535.7,3.5227978E-19,4.1800382E-19
535.8,3.5222987E-19,4.1790786E-19
535.9,3.5217998E-19,4.1781194E-19
536,3.5213010E-19,4.1771607E-19
536.1,3.5208024E-19,4.1762023E-19
536.2,3.5203039E-19,4.1752443E-19
536.3,3.5198056E-19,4.1742868E-19
536.4,3.5193075E-19,4.1733296E-19
536.5,3.5188096E-19,4.1723728E-19
536.6,3.5183118E-19,4.1714164E-19
536.7,3.5178141E-19,4.1704605E-19
536.8,3.5173167E-19,4.1695049E-19
536.9,3.5168193E-19,4.1685497E-19
537,3.5163222E-19,4.1675949E-19
537.1,3.5158252E-19,4.1666405E-19
537.2,3.5153284E-19,4.1656865E-19
537.3,3.5148317E-19,4.1647329E-19
537.4,3.5143352E-19,4.1637797E-19
537.5,3.5138389E-19,4.1628269E-19
537.6,3.5133427E-19,4.1618745E-19
537.7,3.5128467E-19,4.1609225E-19
537.8,3.5123509E-19,4.1599709E-19
537.9,3.5118552E-19,4.1590196E-19
538,3.5113597E-19,4.1580688E-19
538.1,3.5108643E-19,4.1571184E-19
538.2,3.5103691E-19,4.1561683E-19
538.3,3.5098741E-19,4.1552187E-19
538.4,3.5093792E-19,4.1542694E-19
538.5,3.5088845E-19,4.1533205E-19
538.6,3.5083899E-19,4.1523721E-19
538.7,3.5078956E-19,4.1514240E-19
538.8,3.5074013E-19,4.1504763E-19
538.9,3.5069073E-19,4.1495290E-19
539,3.5064133E-19,4.1485821E-19
539.1,3.5059196E-19,4.1476356E-19
539.2,3.5054260E-19,4.1466895E-19
539.3,3.5049326E-19,4.1457437E-19
539.4,3.5044393E-19,4.1447984E-19
539.5,3.5039462E-19,4.1438535E-19
539.6,3.5034533E-19,4.1429089E-19
539.7,3.5029605E-19,4.1419647E-19
539.8,3.5024679E-19,4.1410210E-19
539.9,3.5019754E-19,4.1400776E-19
540,3.5014831E-19,4.1391346E-19
540.1,3.5009910E-19,4.1381920E-19
540.2,3.5004990E-19,4.1372497E-19
540.3,3.5000072E-19,4.1363079E-19
540.4,3.4995156E-19,4.1353665E-19
540.5,3.4990241E-19,4.1344254E-19
540.6,3.4985327E-19,4.1334848E-19
540.7,3.4980415E-19,4.1325445E-19
540.8,3.4975505E-19,4.1316046E-19
540.9,3.4970597E-19,4.1306651E-19
541,3.4965690E-19,4.1297260E-19
541.1,3.4960784E-19,4.1287872E-19
541.2,3.4955880E-19,4.1278489E-19
541.3,3.4950978E-19,4.1269109E-19
541.4,3.4946078E-19,4.1259734E-19
541.5,3.4941179E-19,4.1250362E-19
541.6,3.4936281E-19,4.1240994E-19
541.7,3.4931385E-19,4.1231630E-19
541.8,3.4926491E-19,4.1222270E-19
541.9,3.4921599E-19,4.1212913E-19
542,3.4916707E-19,4.1203561E-19
542.1,3.4911818E-19,4.1194212E-19
542.2,3.4906930E-19,4.1184867E-19
542.3,3.4902044E-19,4.1175526E-19
542.4,3.4897159E-19,4.1166189E-19
542.5,3.4892276E-19,4.1156856E-19
542.6,3.4887394E-19,4.1147526E-19
542.7,3.4882514E-19,4.1138200E-19
542.8,3.4877636E-19,4.1128879E-19
542.9,3.4872759E-19,4.1119561E-19
543,3.4867884E-19,4.1110246E-19
543.1,3.4863010E-19,4.1100936E-19
543.2,3.4858138E-19,4.1091630E-19
543.3,3.4853268E-19,4.1082327E-19
543.4,3.4848399E-19,4.1073028E-19
543.5,3.4843531E-19,4.1063733E-19
543.6,3.4838666E-19,4.1054442E-19
543.7,3.4833802E-19,4.1045154E-19
543.8,3.4828939E-19,4.1035871E-19
543.9,3.4824078E-19,4.1026591E-19
544,3.4819218E-19,4.1017315E-19
544.1,3.4814360E-19,4.1008042E-19
544.2,3.4809504E-19,4.0998774E-19
544.3,3.4804649E-19,4.0989509E-19
544.4,3.4799796E-19,4.0980249E-19
544.5,3.4794945E-19,4.0970991E-19
544.6,3.4790094E-19,4.0961738E-19
544.7,3.4785246E-19,4.0952489E-19
544.8,3.4780399E-19,4.0943243E-19
544.9,3.4775554E-19,4.0934001E-19
545,3.4770710E-19,4.0924763E-19
545.1,3.4765868E-19,4.0915529E-19
545.2,3.4761027E-19,4.0906298E-19
545.3,3.4756188E-19,4.0897071E-19
545.4,3.4751350E-19,4.0887848E-19
545.5,3.4746514E-19,4.0878629E-19
545.6,3.4741680E-19,4.0869414E-19
545.7,3.4736847E-19,4.0860202E-19
545.8,3.4732016E-19,4.0850994E-19
545.9,3.4727186E-19,4.0841790E-19
546,3.4722358E-19,4.0832589E-19
546.1,3.4717531E-19,4.0823393E-19
546.2,3.4712706E-19,4.0814200E-19
546.3,3.4707882E-19,4.0805011E-19
546.4,3.4703060E-19,4.0795825E-19
546.5,3.4698240E-19,4.0786643E-19
546.6,3.4693421E-19,4.0777466E-19
546.7,3.4688604E-19,4.0768291E-19
546.8,3.4683788E-19,4.0759121E-19
546.9,3.4678974E-19,4.0749954E-19
547,3.4674161E-19,4.0740791E-19
547.1,3.4669350E-19,4.0731632E-19
547.2,3.4664540E-19,4.0722477E-19
547.3,3.4659732E-19,4.0713325E-19
547.4,3.4654926E-19,4.0704177E-19
547.5,3.4650121E-19,4.0695032E-19
547.6,3.4645318E-19,4.0685892E-19
547.7,3.4640516E-19,4.0676755E-19
547.8,3.4635715E-19,4.0667622E-19
547.9,3.4630917E-19,4.0658492E-19
548,3.4626119E-19,4.0649367E-19
548.1,3.4621324E-19,4.0640245E-19
548.2,3.4616529E-19,4.0631126E-19
548.3,3.4611737E-19,4.0622012E-19
548.4,3.4606946E-19,4.0612901E-19
548.5,3.4602156E-19,4.0603794E-19
548.6,3.4597368E-19,4.0594690E-19
548.7,3.4592582E-19,4.0585591E-19
548.8,3.4587797E-19,4.0576495E-19
548.9,3.4583013E-19,4.0567402E-19
549,3.4578231E-19,4.0558313E-19
549.1,3.4573451E-19,4.0549228E-19
549.2,3.4568672E-19,4.0540147E-19
549.3,3.4563895E-19,4.0531070E-19
549.4,3.4559119E-19,4.0521996E-19
549.5,3.4554345E-19,4.0512925E-19
549.6,3.4549572E-19,4.0503859E-19
549.7,3.4544801E-19,4.0494796E-19
549.8,3.4540031E-19,4.0485737E-19
549.9,3.4535263E-19,4.0476681E-19
550,3.4530497E-19,4.0467629E-19
550.1,3.4525732E-19,4.0458581E-19
550.2,3.4520968E-19,4.0449537E-19
550.3,3.4516206E-19,4.0440496E-19
550.4,3.4511446E-19,4.0431458E-19
550.5,3.4506687E-19,4.0422425E-19
550.6,3.4501929E-19,4.0413395E-19
550.7,3.4497173E-19,4.0404369E-19
550.8,3.4492419E-19,4.0395346E-19
550.9,3.4487666E-19,4.0386327E-19
551,3.4482914E-19,4.0377312E-19
551.1,3.4478165E-19,4.0368300E-19
551.2,3.4473416E-19,4.0359292E-19
551.3,3.4468669E-19,4.0350288E-19
551.4,3.4463924E-19,4.0341287E-19
551.5,3.4459180E-19,4.0332290E-19
551.6,3.4454438E-19,4.0323297E-19
551.7,3.4449697E-19,4.0314307E-19
551.8,3.4444958E-19,4.0305321E-19
551.9,3.4440220E-19,4.0296339E-19
552,3.4435484E-19,4.0287360E-19
552.1,3.4430749E-19,4.0278384E-19
552.2,3.4426016E-19,4.0269413E-19
552.3,3.4421284E-19,4.0260445E-19
552.4,3.4416554E-19,4.0251480E-19
552.5,3.4411825E-19,4.0242520E-19
552.6,3.4407098E-19,4.0233562E-19
552.7,3.4402372E-19,4.0224609E-19
552.8,3.4397648E-19,4.0215659E-19
552.9,3.4392925E-19,4.0206713E-19
553,3.4388204E-19,4.0197770E-19
553.1,3.4383484E-19,4.0188831E-19
553.2,3.4378766E-19,4.0179895E-19
553.3,3.4374049E-19,4.0170963E-19
553.4,3.4369334E-19,4.0162035E-19
553.5,3.4364621E-19,4.0153110E-19
553.6,3.4359908E-19,4.0144189E-19
553.7,3.4355198E-19,4.0135272E-19
553.8,3.4350488E-19,4.0126358E-19
553.9,3.4345781E-19,4.0117447E-19
554,3.4341075E-19,4.0108541E-19
554.1,3.4336370E-19,4.0099637E-19
554.2,3.4331667E-19,4.0090738E-19
554.3,3.4326965E-19,4.0081842E-19
554.4,3.4322265E-19,4.0072949E-19
554.5,3.4317566E-19,4.0064061E-19
554.6,3.4312869E-19,4.0055175E-19
554.7,3.4308173E-19,4.0046294E-19
554.8,3.4303479E-19,4.0037415E-19
554.9,3.4298786E-19,4.0028541E-19
555,3.4294094E-19,4.0019670E-19
555.1,3.4289405E-19,4.0010802E-19
555.2,3.4284716E-19,4.0001939E-19
555.3,3.4280029E-19,3.9993078E-19
555.4,3.4275344E-19,3.9984221E-19
555.5,3.4270660E-19,3.9975368E-19
555.6,3.4265978E-19,3.9966519E-19
555.7,3.4261297E-19,3.9957672E-19
555.8,3.4256617E-19,3.9948830E-19
555.9,3.4251939E-19,3.9939991E-19
556,3.4247263E-19,3.9931155E-19
556.1,3.4242588E-19,3.9922324E-19
556.2,3.4237914E-19,3.9913495E-19
556.3,3.4233242E-19,3.9904670E-19
556.4,3.4228572E-19,3.9895849E-19
556.5,3.4223903E-19,3.9887031E-19
556.6,3.4219235E-19,3.9878217E-19
556.7,3.4214569E-19,3.9869406E-19
556.8,3.4209904E-19,3.9860599E-19
556.9,3.4205241E-19,3.9851795E-19
557,3.4200579E-19,3.9842995E-19
557.1,3.4195919E-19,3.9834199E-19
557.2,3.4191260E-19,3.9825406E-19
557.3,3.4186603E-19,3.9816616E-19
557.4,3.4181947E-19,3.9807830E-19
557.5,3.4177293E-19,3.9799048E-19
557.6,3.4172640E-19,3.9790269E-19
557.7,3.4167989E-19,3.9781493E-19
557.8,3.4163339E-19,3.9772721E-19
557.9,3.4158690E-19,3.9763953E-19
558,3.4154043E-19,3.9755188E-19
558.1,3.4149398E-19,3.9746426E-19
558.2,3.4144753E-19,3.9737668E-19
558.3,3.4140111E-19,3.9728914E-19
558.4,3.4135470E-19,3.9720163E-19
558.5,3.4130830E-19,3.9711415E-19
558.6,3.4126192E-19,3.9702671E-19
558.7,3.4121555E-19,3.9693931E-19
558.8,3.4116920E-19,3.9685193E-19
558.9,3.4112286E-19,3.9676460E-19
559,3.4107653E-19,3.9667730E-19
559.1,3.4103022E-19,3.9659003E-19
559.2,3.4098393E-19,3.9650280E-19
559.3,3.4093765E-19,3.9641561E-19
559.4,3.4089138E-19,3.9632844E-19
559.5,3.4084513E-19,3.9624132E-19
559.6,3.4079889E-19,3.9615423E-19
559.7,3.4075267E-19,3.9606717E-19
559.8,3.4070646E-19,3.9598015E-19
559.9,3.4066027E-19,3.9589316E-19
560,3.4061409E-19,3.9580620E-19
560.1,3.4056793E-19,3.9571929E-19
560.2,3.4052178E-19,3.9563240E-19
560.3,3.4047564E-19,3.9554555E-19
560.4,3.4042952E-19,3.9545874E-19
560.5,3.4038342E-19,3.9537196E-19
560.6,3.4033732E-19,3.9528521E-19
560.7,3.4029125E-19,3.9519850E-19
560.8,3.4024518E-19,3.9511182E-19
560.9,3.4019914E-19,3.9502518E-19
561,3.4015310E-19,3.9493857E-19
561.1,3.4010708E-19,3.9485200E-19
561.2,3.4006108E-19,3.9476546E-19
561.3,3.4001509E-19,3.9467895E-19
561.4,3.3996911E-19,3.9459248E-19
561.5,3.3992315E-19,3.9450605E-19
561.6,3.3987720E-19,3.9441965E-19
561.7,3.3983127E-19,3.9433328E-19
561.8,3.3978535E-19,3.9424695E-19
561.9,3.3973944E-19,3.9416065E-19
562,3.3969355E-19,3.9407438E-19
562.1,3.3964768E-19,3.9398815E-19
562.2,3.3960182E-19,3.9390195E-19
562.3,3.3955597E-19,3.9381579E-19
562.4,3.3951014E-19,3.9372966E-19
562.5,3.3946432E-19,3.9364357E-19
562.6,3.3941852E-19,3.9355751E-19
562.7,3.3937273E-19,3.9347149E-19
562.8,3.3932695E-19,3.9338549E-19
562.9,3.3928119E-19,3.9329954E-19
563,3.3923544E-19,3.9321361E-19
563.1,3.3918971E-19,3.9312772E-19
563.2,3.3914399E-19,3.9304187E-19
563.3,3.3909829E-19,3.9295605E-19
563.4,3.3905260E-19,3.9287026E-19
563.5,3.3900692E-19,3.9278451E-19
563.6,3.3896126E-19,3.9269879E-19
563.7,3.3891562E-19,3.9261310E-19
563.8,3.3886998E-19,3.9252745E-19
563.9,3.3882436E-19,3.9244183E-19
564,3.3877876E-19,3.9235625E-19
564.1,3.3873317E-19,3.9227070E-19
564.2,3.3868760E-19,3.9218518E-19
564.3,3.3864203E-19,3.9209970E-19
564.4,3.3859649E-19,3.9201425E-19
564.5,3.3855095E-19,3.9192884E-19
564.6,3.3850543E-19,3.9184345E-19
564.7,3.3845993E-19,3.9175811E-19
564.8,3.3841444E-19,3.9167279E-19
564.9,3.3836896E-19,3.9158751E-19
565,3.3832350E-19,3.9150227E-19
565.1,3.3827805E-19,3.9141705E-19
565.2,3.3823262E-19,3.9133187E-19
565.3,3.3818720E-19,3.9124673E-19
565.4,3.3814179E-19,3.9116162E-19
565.5,3.3809640E-19,3.9107654E-19
565.6,3.3805102E-19,3.9099149E-19
565.7,3.3800566E-19,3.9090648E-19
565.8,3.3796031E-19,3.9082150E-19
565.9,3.3791498E-19,3.9073656E-19
566,3.3786966E-19,3.9065165E-19
566.1,3.3782435E-19,3.9056677E-19
566.2,3.3777906E-19,3.9048193E-19
566.3,3.3773378E-19,3.9039712E-19
566.4,3.3768851E-19,3.9031234E-19
566.5,3.3764326E-19,3.9022759E-19
566.6,3.3759803E-19,3.9014288E-19
566.7,3.3755280E-19,3.9005821E-19
566.8,3.3750759E-19,3.8997356E-19
566.9,3.3746240E-19,3.8988895E-19
567,3.3741722E-19,3.8980437E-19
567.1,3.3737205E-19,3.8971983E-19
567.2,3.3732690E-19,3.8963532E-19
567.3,3.3728176E-19,3.8955084E-19
